C_svc,C_lgs,alpha_nb,ngram,trained,indexing
0.01,0.51,0.91,4,N,673
0.01,0.51,0.91,5,N,674
0.01,0.51,1.01,1,N,675
0.01,0.51,1.01,2,N,676
0.01,0.51,1.01,3,N,677
0.01,0.51,1.01,4,N,678
0.01,0.51,1.01,5,N,679
0.01,0.51,1.11,1,N,680
0.01,0.51,1.11,2,N,681
0.01,0.51,1.11,3,N,682
0.01,0.51,1.11,4,N,683
0.01,0.51,1.11,5,N,684
0.01,0.51,1.3,1,N,685
0.01,0.51,1.3,2,N,686
0.01,0.51,1.3,3,N,687
0.01,0.51,1.3,4,N,688
0.01,0.51,1.3,5,N,689
0.01,0.51,1.6,1,N,690
0.01,0.51,1.6,2,N,691
0.01,0.51,1.6,3,N,692
0.01,0.51,1.6,4,N,693
0.01,0.51,1.6,5,N,694
0.01,0.51,1.9,1,N,695
0.01,0.51,1.9,2,N,696
0.01,0.51,1.9,3,N,697
0.01,0.51,1.9,4,N,698
0.01,0.51,1.9,5,N,699
0.01,0.51,2.2,1,N,700
0.01,0.51,2.2,2,N,701
0.01,0.51,2.2,3,N,702
0.01,0.51,2.2,4,N,703
0.01,0.51,2.2,5,N,704
0.01,0.51,2.5,1,N,705
0.01,0.51,2.5,2,N,706
0.01,0.51,2.5,3,N,707
0.01,0.51,2.5,4,N,708
0.01,0.51,2.5,5,N,709
0.01,0.51,2.8000000000000003,1,N,710
0.01,0.51,2.8000000000000003,2,N,711
0.01,0.51,2.8000000000000003,3,N,712
0.01,0.51,2.8000000000000003,4,N,713
0.01,0.51,2.8000000000000003,5,N,714
0.01,0.51,3.1000000000000005,1,N,715
0.01,0.51,3.1000000000000005,2,N,716
0.01,0.51,3.1000000000000005,3,N,717
0.01,0.51,3.1000000000000005,4,N,718
0.01,0.51,3.1000000000000005,5,N,719
0.01,0.51,3.4000000000000004,1,N,720
0.01,0.51,3.4000000000000004,2,N,721
0.01,0.51,3.4000000000000004,3,N,722
0.01,0.51,3.4000000000000004,4,N,723
0.01,0.51,3.4000000000000004,5,N,724
0.01,0.51,3.7,1,N,725
0.01,0.51,3.7,2,N,726
0.01,0.51,3.7,3,N,727
0.01,0.51,3.7,4,N,728
0.01,0.51,3.7,5,N,729
0.01,0.51,4.0,1,N,730
0.01,0.51,4.0,2,N,731
0.01,0.51,4.0,3,N,732
0.01,0.51,4.0,4,N,733
0.01,0.51,4.0,5,N,734
0.01,0.51,4.300000000000002,1,N,735
0.01,0.51,4.300000000000002,2,N,736
0.01,0.51,4.300000000000002,3,N,737
0.01,0.51,4.300000000000002,4,N,738
0.01,0.51,4.300000000000002,5,N,739
0.01,0.51,4.6000000000000005,1,N,740
0.01,0.51,4.6000000000000005,2,N,741
0.01,0.51,4.6000000000000005,3,N,742
0.01,0.51,4.6000000000000005,4,N,743
0.01,0.51,4.6000000000000005,5,N,744
0.01,0.51,4.9,1,N,745
0.01,0.51,4.9,2,N,746
0.01,0.51,4.9,3,N,747
0.01,0.51,4.9,4,N,748
0.01,0.51,4.9,5,N,749
0.01,0.6100000000000001,0.01,1,N,750
0.01,0.6100000000000001,0.01,2,N,751
0.01,0.6100000000000001,0.01,3,N,752
0.01,0.6100000000000001,0.01,4,N,753
0.01,0.6100000000000001,0.01,5,N,754
0.01,0.6100000000000001,0.11,1,N,755
0.01,0.6100000000000001,0.11,2,N,756
0.01,0.6100000000000001,0.11,3,N,757
0.01,0.6100000000000001,0.11,4,N,758
0.01,0.6100000000000001,0.11,5,N,759
0.01,0.6100000000000001,0.21,1,N,760
0.01,0.6100000000000001,0.21,2,N,761
0.01,0.6100000000000001,0.21,3,N,762
0.01,0.6100000000000001,0.21,4,N,763
0.01,0.6100000000000001,0.21,5,N,764
0.01,0.6100000000000001,0.31000000000000005,1,N,765
0.01,0.6100000000000001,0.31000000000000005,2,N,766
0.01,0.6100000000000001,0.31000000000000005,3,N,767
0.01,0.6100000000000001,0.31000000000000005,4,N,768
0.01,0.6100000000000001,0.31000000000000005,5,N,769
0.01,0.6100000000000001,0.41,1,N,770
0.01,0.6100000000000001,0.41,2,N,771
0.01,0.6100000000000001,0.41,3,N,772
0.01,0.6100000000000001,0.41,4,N,773
0.01,0.6100000000000001,0.41,5,N,774
0.01,0.6100000000000001,0.51,1,N,775
0.01,0.6100000000000001,0.51,2,N,776
0.01,0.6100000000000001,0.51,3,N,777
0.01,0.6100000000000001,0.51,4,N,778
0.01,0.6100000000000001,0.51,5,N,779
0.01,0.6100000000000001,0.6100000000000001,1,N,780
0.01,0.6100000000000001,0.6100000000000001,2,N,781
0.01,0.6100000000000001,0.6100000000000001,3,N,782
0.01,0.6100000000000001,0.6100000000000001,4,N,783
0.01,0.6100000000000001,0.6100000000000001,5,N,784
0.01,0.6100000000000001,0.7100000000000001,1,N,785
0.01,0.6100000000000001,0.7100000000000001,2,N,786
0.01,0.6100000000000001,0.7100000000000001,3,N,787
0.01,0.6100000000000001,0.7100000000000001,4,N,788
0.01,0.6100000000000001,0.7100000000000001,5,N,789
0.01,0.6100000000000001,0.81,1,N,790
0.01,0.6100000000000001,0.81,2,N,791
0.01,0.6100000000000001,0.81,3,N,792
0.01,0.6100000000000001,0.81,4,N,793
0.01,0.6100000000000001,0.81,5,N,794
0.01,0.6100000000000001,0.91,1,N,795
0.01,0.6100000000000001,0.91,2,N,796
0.01,0.6100000000000001,0.91,3,N,797
0.01,0.6100000000000001,0.91,4,N,798
0.01,0.6100000000000001,0.91,5,N,799
0.01,0.6100000000000001,1.01,1,N,800
0.01,0.6100000000000001,1.01,2,N,801
0.01,0.6100000000000001,1.01,3,N,802
0.01,0.6100000000000001,1.01,4,N,803
0.01,0.6100000000000001,1.01,5,N,804
0.01,0.6100000000000001,1.11,1,N,805
0.01,0.6100000000000001,1.11,2,N,806
0.01,0.6100000000000001,1.11,3,N,807
0.01,0.6100000000000001,1.11,4,N,808
0.01,0.6100000000000001,1.11,5,N,809
0.01,0.6100000000000001,1.3,1,N,810
0.01,0.6100000000000001,1.3,2,N,811
0.01,0.6100000000000001,1.3,3,N,812
0.01,0.6100000000000001,1.3,4,N,813
0.01,0.6100000000000001,1.3,5,N,814
0.01,0.6100000000000001,1.6,1,N,815
0.01,0.6100000000000001,1.6,2,N,816
0.01,0.6100000000000001,1.6,3,N,817
0.01,0.6100000000000001,1.6,4,N,818
0.01,0.6100000000000001,1.6,5,N,819
0.01,0.6100000000000001,1.9,1,N,820
0.01,0.6100000000000001,1.9,2,N,821
0.01,0.6100000000000001,1.9,3,N,822
0.01,0.6100000000000001,1.9,4,N,823
0.01,0.6100000000000001,1.9,5,N,824
0.01,0.6100000000000001,2.2,1,N,825
0.01,0.6100000000000001,2.2,2,N,826
0.01,0.6100000000000001,2.2,3,N,827
0.01,0.6100000000000001,2.2,4,N,828
0.01,0.6100000000000001,2.2,5,N,829
0.01,0.6100000000000001,2.5,1,N,830
0.01,0.6100000000000001,2.5,2,N,831
0.01,0.6100000000000001,2.5,3,N,832
0.01,0.6100000000000001,2.5,4,N,833
0.01,0.6100000000000001,2.5,5,N,834
0.01,0.6100000000000001,2.8000000000000003,1,N,835
0.01,0.6100000000000001,2.8000000000000003,2,N,836
0.01,0.6100000000000001,2.8000000000000003,3,N,837
0.01,0.6100000000000001,2.8000000000000003,4,N,838
0.01,0.6100000000000001,2.8000000000000003,5,N,839
0.01,0.6100000000000001,3.1000000000000005,1,N,840
0.01,0.6100000000000001,3.1000000000000005,2,N,841
0.01,0.6100000000000001,3.1000000000000005,3,N,842
0.01,0.6100000000000001,3.1000000000000005,4,N,843
0.01,0.6100000000000001,3.1000000000000005,5,N,844
0.01,0.6100000000000001,3.4000000000000004,1,N,845
0.01,0.6100000000000001,3.4000000000000004,2,N,846
0.01,0.6100000000000001,3.4000000000000004,3,N,847
0.01,0.6100000000000001,3.4000000000000004,4,N,848
0.01,0.6100000000000001,3.4000000000000004,5,N,849
0.01,0.6100000000000001,3.7,1,N,850
0.01,0.6100000000000001,3.7,2,N,851
0.01,0.6100000000000001,3.7,3,N,852
0.01,0.6100000000000001,3.7,4,N,853
0.01,0.6100000000000001,3.7,5,N,854
0.01,0.6100000000000001,4.0,1,N,855
0.01,0.6100000000000001,4.0,2,N,856
0.01,0.6100000000000001,4.0,3,N,857
0.01,0.6100000000000001,4.0,4,N,858
0.01,0.6100000000000001,4.0,5,N,859
0.01,0.6100000000000001,4.300000000000002,1,N,860
0.01,0.6100000000000001,4.300000000000002,2,N,861
0.01,0.6100000000000001,4.300000000000002,3,N,862
0.01,0.6100000000000001,4.300000000000002,4,N,863
0.01,0.6100000000000001,4.300000000000002,5,N,864
0.01,0.6100000000000001,4.6000000000000005,1,N,865
0.01,0.6100000000000001,4.6000000000000005,2,N,866
0.01,0.6100000000000001,4.6000000000000005,3,N,867
0.01,0.6100000000000001,4.6000000000000005,4,N,868
0.01,0.6100000000000001,4.6000000000000005,5,N,869
0.01,0.6100000000000001,4.9,1,N,870
0.01,0.6100000000000001,4.9,2,N,871
0.01,0.6100000000000001,4.9,3,N,872
0.01,0.6100000000000001,4.9,4,N,873
0.01,0.6100000000000001,4.9,5,N,874
0.01,0.7100000000000001,0.01,1,N,875
0.01,0.7100000000000001,0.01,2,N,876
0.01,0.7100000000000001,0.01,3,N,877
0.01,0.7100000000000001,0.01,4,N,878
0.01,0.7100000000000001,0.01,5,N,879
0.01,0.7100000000000001,0.11,1,N,880
0.01,0.7100000000000001,0.11,2,N,881
0.01,0.7100000000000001,0.11,3,N,882
0.01,0.7100000000000001,0.11,4,N,883
0.01,0.7100000000000001,0.11,5,N,884
0.01,0.7100000000000001,0.21,1,N,885
0.01,0.7100000000000001,0.21,2,N,886
0.01,0.7100000000000001,0.21,3,N,887
0.01,0.7100000000000001,0.21,4,N,888
0.01,0.7100000000000001,0.21,5,N,889
0.01,0.7100000000000001,0.31000000000000005,1,N,890
0.01,0.7100000000000001,0.31000000000000005,2,N,891
0.01,0.7100000000000001,0.31000000000000005,3,N,892
0.01,0.7100000000000001,0.31000000000000005,4,N,893
0.01,0.7100000000000001,0.31000000000000005,5,N,894
0.01,0.7100000000000001,0.41,1,N,895
0.01,0.7100000000000001,0.41,2,N,896
0.01,0.7100000000000001,0.41,3,N,897
0.01,0.7100000000000001,0.41,4,N,898
0.01,0.7100000000000001,0.41,5,N,899
0.01,0.7100000000000001,0.51,1,N,900
0.01,0.7100000000000001,0.51,2,N,901
0.01,0.7100000000000001,0.51,3,N,902
0.01,0.7100000000000001,0.51,4,N,903
0.01,0.7100000000000001,0.51,5,N,904
0.01,0.7100000000000001,0.6100000000000001,1,N,905
0.01,0.7100000000000001,0.6100000000000001,2,N,906
0.01,0.7100000000000001,0.6100000000000001,3,N,907
0.01,0.7100000000000001,0.6100000000000001,4,N,908
0.01,0.7100000000000001,0.6100000000000001,5,N,909
0.01,0.7100000000000001,0.7100000000000001,1,N,910
0.01,0.7100000000000001,0.7100000000000001,2,N,911
0.01,0.7100000000000001,0.7100000000000001,3,N,912
0.01,0.7100000000000001,0.7100000000000001,4,N,913
0.01,0.7100000000000001,0.7100000000000001,5,N,914
0.01,0.7100000000000001,0.81,1,N,915
0.01,0.7100000000000001,0.81,2,N,916
0.01,0.7100000000000001,0.81,3,N,917
0.01,0.7100000000000001,0.81,4,N,918
0.01,0.7100000000000001,0.81,5,N,919
0.01,0.7100000000000001,0.91,1,N,920
0.01,0.7100000000000001,0.91,2,N,921
0.01,0.7100000000000001,0.91,3,N,922
0.01,0.7100000000000001,0.91,4,N,923
0.01,0.7100000000000001,0.91,5,N,924
0.01,0.7100000000000001,1.01,1,N,925
0.01,0.7100000000000001,1.01,2,N,926
0.01,0.7100000000000001,1.01,3,N,927
0.01,0.7100000000000001,1.01,4,N,928
0.01,0.7100000000000001,1.01,5,N,929
0.01,0.7100000000000001,1.11,1,N,930
0.01,0.7100000000000001,1.11,2,N,931
0.01,0.7100000000000001,1.11,3,N,932
0.01,0.7100000000000001,1.11,4,N,933
0.01,0.7100000000000001,1.11,5,N,934
0.01,0.7100000000000001,1.3,1,N,935
0.01,0.7100000000000001,1.3,2,N,936
0.01,0.7100000000000001,1.3,3,N,937
0.01,0.7100000000000001,1.3,4,N,938
0.01,0.7100000000000001,1.3,5,N,939
0.01,0.7100000000000001,1.6,1,N,940
0.01,0.7100000000000001,1.6,2,N,941
0.01,0.7100000000000001,1.6,3,N,942
0.01,0.7100000000000001,1.6,4,N,943
0.01,0.7100000000000001,1.6,5,N,944
0.01,0.7100000000000001,1.9,1,N,945
0.01,0.7100000000000001,1.9,2,N,946
0.01,0.7100000000000001,1.9,3,N,947
0.01,0.7100000000000001,1.9,4,N,948
0.01,0.7100000000000001,1.9,5,N,949
0.01,0.7100000000000001,2.2,1,N,950
0.01,0.7100000000000001,2.2,2,N,951
0.01,0.7100000000000001,2.2,3,N,952
0.01,0.7100000000000001,2.2,4,N,953
0.01,0.7100000000000001,2.2,5,N,954
0.01,0.7100000000000001,2.5,1,N,955
0.01,0.7100000000000001,2.5,2,N,956
0.01,0.7100000000000001,2.5,3,N,957
0.01,0.7100000000000001,2.5,4,N,958
0.01,0.7100000000000001,2.5,5,N,959
0.01,0.7100000000000001,2.8000000000000003,1,N,960
0.01,0.7100000000000001,2.8000000000000003,2,N,961
0.01,0.7100000000000001,2.8000000000000003,3,N,962
0.01,0.7100000000000001,2.8000000000000003,4,N,963
0.01,0.7100000000000001,2.8000000000000003,5,N,964
0.01,0.7100000000000001,3.1000000000000005,1,N,965
0.01,0.7100000000000001,3.1000000000000005,2,N,966
0.01,0.7100000000000001,3.1000000000000005,3,N,967
0.01,0.7100000000000001,3.1000000000000005,4,N,968
0.01,0.7100000000000001,3.1000000000000005,5,N,969
0.01,0.7100000000000001,3.4000000000000004,1,N,970
0.01,0.7100000000000001,3.4000000000000004,2,N,971
0.01,0.7100000000000001,3.4000000000000004,3,N,972
0.01,0.7100000000000001,3.4000000000000004,4,N,973
0.01,0.7100000000000001,3.4000000000000004,5,N,974
0.01,0.7100000000000001,3.7,1,N,975
0.01,0.7100000000000001,3.7,2,N,976
0.01,0.7100000000000001,3.7,3,N,977
0.01,0.7100000000000001,3.7,4,N,978
0.01,0.7100000000000001,3.7,5,N,979
0.01,0.7100000000000001,4.0,1,N,980
0.01,0.7100000000000001,4.0,2,N,981
0.01,0.7100000000000001,4.0,3,N,982
0.01,0.7100000000000001,4.0,4,N,983
0.01,0.7100000000000001,4.0,5,N,984
0.01,0.7100000000000001,4.300000000000002,1,N,985
0.01,0.7100000000000001,4.300000000000002,2,N,986
0.01,0.7100000000000001,4.300000000000002,3,N,987
0.01,0.7100000000000001,4.300000000000002,4,N,988
0.01,0.7100000000000001,4.300000000000002,5,N,989
0.01,0.7100000000000001,4.6000000000000005,1,N,990
0.01,0.7100000000000001,4.6000000000000005,2,N,991
0.01,0.7100000000000001,4.6000000000000005,3,N,992
0.01,0.7100000000000001,4.6000000000000005,4,N,993
0.01,0.7100000000000001,4.6000000000000005,5,N,994
0.01,0.7100000000000001,4.9,1,N,995
0.01,0.7100000000000001,4.9,2,N,996
0.01,0.7100000000000001,4.9,3,N,997
0.01,0.7100000000000001,4.9,4,N,998
0.01,0.7100000000000001,4.9,5,N,999
0.01,0.81,0.01,1,N,1000
0.01,0.81,0.01,2,N,1001
0.01,0.81,0.01,3,N,1002
0.01,0.81,0.01,4,N,1003
0.01,0.81,0.01,5,N,1004
0.01,0.81,0.11,1,N,1005
0.01,0.81,0.11,2,N,1006
0.01,0.81,0.11,3,N,1007
0.01,0.81,0.11,4,N,1008
0.01,0.81,0.11,5,N,1009
0.01,0.81,0.21,1,N,1010
0.01,0.81,0.21,2,N,1011
0.01,0.81,0.21,3,N,1012
0.01,0.81,0.21,4,N,1013
0.01,0.81,0.21,5,N,1014
0.01,0.81,0.31000000000000005,1,N,1015
0.01,0.81,0.31000000000000005,2,N,1016
0.01,0.81,0.31000000000000005,3,N,1017
0.01,0.81,0.31000000000000005,4,N,1018
0.01,0.81,0.31000000000000005,5,N,1019
0.01,0.81,0.41,1,N,1020
0.01,0.81,0.41,2,N,1021
0.01,0.81,0.41,3,N,1022
0.01,0.81,0.41,4,N,1023
0.01,0.81,0.41,5,N,1024
0.01,0.81,0.51,1,N,1025
0.01,0.81,0.51,2,N,1026
0.01,0.81,0.51,3,N,1027
0.01,0.81,0.51,4,N,1028
0.01,0.81,0.51,5,N,1029
0.01,0.81,0.6100000000000001,1,N,1030
0.01,0.81,0.6100000000000001,2,N,1031
0.01,0.81,0.6100000000000001,3,N,1032
0.01,0.81,0.6100000000000001,4,N,1033
0.01,0.81,0.6100000000000001,5,N,1034
0.01,0.81,0.7100000000000001,1,N,1035
0.01,0.81,0.7100000000000001,2,N,1036
0.01,0.81,0.7100000000000001,3,N,1037
0.01,0.81,0.7100000000000001,4,N,1038
0.01,0.81,0.7100000000000001,5,N,1039
0.01,0.81,0.81,1,N,1040
0.01,0.81,0.81,2,N,1041
0.01,0.81,0.81,3,N,1042
0.01,0.81,0.81,4,N,1043
0.01,0.81,0.81,5,N,1044
0.01,0.81,0.91,1,N,1045
0.01,0.81,0.91,2,N,1046
0.01,0.81,0.91,3,N,1047
0.01,0.81,0.91,4,N,1048
0.01,0.81,0.91,5,N,1049
0.01,0.81,1.01,1,N,1050
0.01,0.81,1.01,2,N,1051
0.01,0.81,1.01,3,N,1052
0.01,0.81,1.01,4,N,1053
0.01,0.81,1.01,5,N,1054
0.01,0.81,1.11,1,N,1055
0.01,0.81,1.11,2,N,1056
0.01,0.81,1.11,3,N,1057
0.01,0.81,1.11,4,N,1058
0.01,0.81,1.11,5,N,1059
0.01,0.81,1.3,1,N,1060
0.01,0.81,1.3,2,N,1061
0.01,0.81,1.3,3,N,1062
0.01,0.81,1.3,4,N,1063
0.01,0.81,1.3,5,N,1064
0.01,0.81,1.6,1,N,1065
0.01,0.81,1.6,2,N,1066
0.01,0.81,1.6,3,N,1067
0.01,0.81,1.6,4,N,1068
0.01,0.81,1.6,5,N,1069
0.01,0.81,1.9,1,N,1070
0.01,0.81,1.9,2,N,1071
0.01,0.81,1.9,3,N,1072
0.01,0.81,1.9,4,N,1073
0.01,0.81,1.9,5,N,1074
0.01,0.81,2.2,1,N,1075
0.01,0.81,2.2,2,N,1076
0.01,0.81,2.2,3,N,1077
0.01,0.81,2.2,4,N,1078
0.01,0.81,2.2,5,N,1079
0.01,0.81,2.5,1,N,1080
0.01,0.81,2.5,2,N,1081
0.01,0.81,2.5,3,N,1082
0.01,0.81,2.5,4,N,1083
0.01,0.81,2.5,5,N,1084
0.01,0.81,2.8000000000000003,1,N,1085
0.01,0.81,2.8000000000000003,2,N,1086
0.01,0.81,2.8000000000000003,3,N,1087
0.01,0.81,2.8000000000000003,4,N,1088
0.01,0.81,2.8000000000000003,5,N,1089
0.01,0.81,3.1000000000000005,1,N,1090
0.01,0.81,3.1000000000000005,2,N,1091
0.01,0.81,3.1000000000000005,3,N,1092
0.01,0.81,3.1000000000000005,4,N,1093
0.01,0.81,3.1000000000000005,5,N,1094
0.01,0.81,3.4000000000000004,1,N,1095
0.01,0.81,3.4000000000000004,2,N,1096
0.01,0.81,3.4000000000000004,3,N,1097
0.01,0.81,3.4000000000000004,4,N,1098
0.01,0.81,3.4000000000000004,5,N,1099
0.01,0.81,3.7,1,N,1100
0.01,0.81,3.7,2,N,1101
0.01,0.81,3.7,3,N,1102
0.01,0.81,3.7,4,N,1103
0.01,0.81,3.7,5,N,1104
0.01,0.81,4.0,1,N,1105
0.01,0.81,4.0,2,N,1106
0.01,0.81,4.0,3,N,1107
0.01,0.81,4.0,4,N,1108
0.01,0.81,4.0,5,N,1109
0.01,0.81,4.300000000000002,1,N,1110
0.01,0.81,4.300000000000002,2,N,1111
0.01,0.81,4.300000000000002,3,N,1112
0.01,0.81,4.300000000000002,4,N,1113
0.01,0.81,4.300000000000002,5,N,1114
0.01,0.81,4.6000000000000005,1,N,1115
0.01,0.81,4.6000000000000005,2,N,1116
0.01,0.81,4.6000000000000005,3,N,1117
0.01,0.81,4.6000000000000005,4,N,1118
0.01,0.81,4.6000000000000005,5,N,1119
0.01,0.81,4.9,1,N,1120
0.01,0.81,4.9,2,N,1121
0.01,0.81,4.9,3,N,1122
0.01,0.81,4.9,4,N,1123
0.01,0.81,4.9,5,N,1124
0.01,0.91,0.01,1,N,1125
0.01,0.91,0.01,2,N,1126
0.01,0.91,0.01,3,N,1127
0.01,0.91,0.01,4,N,1128
0.01,0.91,0.01,5,N,1129
0.01,0.91,0.11,1,N,1130
0.01,0.91,0.11,2,N,1131
0.01,0.91,0.11,3,N,1132
0.01,0.91,0.11,4,N,1133
0.01,0.91,0.11,5,N,1134
0.01,0.91,0.21,1,N,1135
0.01,0.91,0.21,2,N,1136
0.01,0.91,0.21,3,N,1137
0.01,0.91,0.21,4,N,1138
0.01,0.91,0.21,5,N,1139
0.01,0.91,0.31000000000000005,1,N,1140
0.01,0.91,0.31000000000000005,2,N,1141
0.01,0.91,0.31000000000000005,3,N,1142
0.01,0.91,0.31000000000000005,4,N,1143
0.01,0.91,0.31000000000000005,5,N,1144
0.01,0.91,0.41,1,N,1145
0.01,0.91,0.41,2,N,1146
0.01,0.91,0.41,3,N,1147
0.01,0.91,0.41,4,N,1148
0.01,0.91,0.41,5,N,1149
0.01,0.91,0.51,1,N,1150
0.01,0.91,0.51,2,N,1151
0.01,0.91,0.51,3,N,1152
0.01,0.91,0.51,4,N,1153
0.01,0.91,0.51,5,N,1154
0.01,0.91,0.6100000000000001,1,N,1155
0.01,0.91,0.6100000000000001,2,N,1156
0.01,0.91,0.6100000000000001,3,N,1157
0.01,0.91,0.6100000000000001,4,N,1158
0.01,0.91,0.6100000000000001,5,N,1159
0.01,0.91,0.7100000000000001,1,N,1160
0.01,0.91,0.7100000000000001,2,N,1161
0.01,0.91,0.7100000000000001,3,N,1162
0.01,0.91,0.7100000000000001,4,N,1163
0.01,0.91,0.7100000000000001,5,N,1164
0.01,0.91,0.81,1,N,1165
0.01,0.91,0.81,2,N,1166
0.01,0.91,0.81,3,N,1167
0.01,0.91,0.81,4,N,1168
0.01,0.91,0.81,5,N,1169
0.01,0.91,0.91,1,N,1170
0.01,0.91,0.91,2,N,1171
0.01,0.91,0.91,3,N,1172
0.01,0.91,0.91,4,N,1173
0.01,0.91,0.91,5,N,1174
0.01,0.91,1.01,1,N,1175
0.01,0.91,1.01,2,N,1176
0.01,0.91,1.01,3,N,1177
0.01,0.91,1.01,4,N,1178
0.01,0.91,1.01,5,N,1179
0.01,0.91,1.11,1,N,1180
0.01,0.91,1.11,2,N,1181
0.01,0.91,1.11,3,N,1182
0.01,0.91,1.11,4,N,1183
0.01,0.91,1.11,5,N,1184
0.01,0.91,1.3,1,N,1185
0.01,0.91,1.3,2,N,1186
0.01,0.91,1.3,3,N,1187
0.01,0.91,1.3,4,N,1188
0.01,0.91,1.3,5,N,1189
0.01,0.91,1.6,1,N,1190
0.01,0.91,1.6,2,N,1191
0.01,0.91,1.6,3,N,1192
0.01,0.91,1.6,4,N,1193
0.01,0.91,1.6,5,N,1194
0.01,0.91,1.9,1,N,1195
0.01,0.91,1.9,2,N,1196
0.01,0.91,1.9,3,N,1197
0.01,0.91,1.9,4,N,1198
0.01,0.91,1.9,5,N,1199
0.01,0.91,2.2,1,N,1200
0.01,0.91,2.2,2,N,1201
0.01,0.91,2.2,3,N,1202
0.01,0.91,2.2,4,N,1203
0.01,0.91,2.2,5,N,1204
0.01,0.91,2.5,1,N,1205
0.01,0.91,2.5,2,N,1206
0.01,0.91,2.5,3,N,1207
0.01,0.91,2.5,4,N,1208
0.01,0.91,2.5,5,N,1209
0.01,0.91,2.8000000000000003,1,N,1210
0.01,0.91,2.8000000000000003,2,N,1211
0.01,0.91,2.8000000000000003,3,N,1212
0.01,0.91,2.8000000000000003,4,N,1213
0.01,0.91,2.8000000000000003,5,N,1214
0.01,0.91,3.1000000000000005,1,N,1215
0.01,0.91,3.1000000000000005,2,N,1216
0.01,0.91,3.1000000000000005,3,N,1217
0.01,0.91,3.1000000000000005,4,N,1218
0.01,0.91,3.1000000000000005,5,N,1219
0.01,0.91,3.4000000000000004,1,N,1220
0.01,0.91,3.4000000000000004,2,N,1221
0.01,0.91,3.4000000000000004,3,N,1222
0.01,0.91,3.4000000000000004,4,N,1223
0.01,0.91,3.4000000000000004,5,N,1224
0.01,0.91,3.7,1,N,1225
0.01,0.91,3.7,2,N,1226
0.01,0.91,3.7,3,N,1227
0.01,0.91,3.7,4,N,1228
0.01,0.91,3.7,5,N,1229
0.01,0.91,4.0,1,N,1230
0.01,0.91,4.0,2,N,1231
0.01,0.91,4.0,3,N,1232
0.01,0.91,4.0,4,N,1233
0.01,0.91,4.0,5,N,1234
0.01,0.91,4.300000000000002,1,N,1235
0.01,0.91,4.300000000000002,2,N,1236
0.01,0.91,4.300000000000002,3,N,1237
0.01,0.91,4.300000000000002,4,N,1238
0.01,0.91,4.300000000000002,5,N,1239
0.01,0.91,4.6000000000000005,1,N,1240
0.01,0.91,4.6000000000000005,2,N,1241
0.01,0.91,4.6000000000000005,3,N,1242
0.01,0.91,4.6000000000000005,4,N,1243
0.01,0.91,4.6000000000000005,5,N,1244
0.01,0.91,4.9,1,N,1245
0.01,0.91,4.9,2,N,1246
0.01,0.91,4.9,3,N,1247
0.01,0.91,4.9,4,N,1248
0.01,0.91,4.9,5,N,1249
0.01,1.01,0.01,1,N,1250
0.01,1.01,0.01,2,N,1251
0.01,1.01,0.01,3,N,1252
0.01,1.01,0.01,4,N,1253
0.01,1.01,0.01,5,N,1254
0.01,1.01,0.11,1,N,1255
0.01,1.01,0.11,2,N,1256
0.01,1.01,0.11,3,N,1257
0.01,1.01,0.11,4,N,1258
0.01,1.01,0.11,5,N,1259
0.01,1.01,0.21,1,N,1260
0.01,1.01,0.21,2,N,1261
0.01,1.01,0.21,3,N,1262
0.01,1.01,0.21,4,N,1263
0.01,1.01,0.21,5,N,1264
0.01,1.01,0.31000000000000005,1,N,1265
0.01,1.01,0.31000000000000005,2,N,1266
0.01,1.01,0.31000000000000005,3,N,1267
0.01,1.01,0.31000000000000005,4,N,1268
0.01,1.01,0.31000000000000005,5,N,1269
0.01,1.01,0.41,1,N,1270
0.01,1.01,0.41,2,N,1271
0.01,1.01,0.41,3,N,1272
0.01,1.01,0.41,4,N,1273
0.01,1.01,0.41,5,N,1274
0.01,1.01,0.51,1,N,1275
0.01,1.01,0.51,2,N,1276
0.01,1.01,0.51,3,N,1277
0.01,1.01,0.51,4,N,1278
0.01,1.01,0.51,5,N,1279
0.01,1.01,0.6100000000000001,1,N,1280
0.01,1.01,0.6100000000000001,2,N,1281
0.01,1.01,0.6100000000000001,3,N,1282
0.01,1.01,0.6100000000000001,4,N,1283
0.01,1.01,0.6100000000000001,5,N,1284
0.01,1.01,0.7100000000000001,1,N,1285
0.01,1.01,0.7100000000000001,2,N,1286
0.01,1.01,0.7100000000000001,3,N,1287
0.01,1.01,0.7100000000000001,4,N,1288
0.01,1.01,0.7100000000000001,5,N,1289
0.01,1.01,0.81,1,N,1290
0.01,1.01,0.81,2,N,1291
0.01,1.01,0.81,3,N,1292
0.01,1.01,0.81,4,N,1293
0.01,1.01,0.81,5,N,1294
0.01,1.01,0.91,1,N,1295
0.01,1.01,0.91,2,N,1296
0.01,1.01,0.91,3,N,1297
0.01,1.01,0.91,4,N,1298
0.01,1.01,0.91,5,N,1299
0.01,1.01,1.01,1,N,1300
0.01,1.01,1.01,2,N,1301
0.01,1.01,1.01,3,N,1302
0.01,1.01,1.01,4,N,1303
0.01,1.01,1.01,5,N,1304
0.01,1.01,1.11,1,N,1305
0.01,1.01,1.11,2,N,1306
0.01,1.01,1.11,3,N,1307
